Id,saleprice
1167,161293.2308698879
294,224884.33351046598
1776,201471.0704468415
540,165520.56541667567
1717,244501.05735666395
2303,121395.9052736992
116,188268.606344794
127,149520.30586486222
1371,131398.19865657337
1014,150280.35925443436
1507,95768.79311881958
702,147786.6542121287
750,147009.82199033134
261,140314.15998896855
1559,68868.73567899183
577,205944.3494149685
2812,192813.03579595865
2080,147657.625116723
1368,110032.47281624044
2376,122906.12018724691
659,122727.58068852747
1235,137092.46055398937
332,68956.30424725708
1917,143059.67028756547
2094,237592.4326333641
1460,250450.9165025645
1471,219461.79112104475
1509,111244.71518621962
1922,121733.20938486776
433,453092.61070426856
460,271415.0700126186
1116,232285.33837177276
1137,158807.57268841178
53,165193.52483871696
2354,259714.44725704333
1475,199189.7707754119
1761,407180.7200754044
842,137684.30686405068
2739,163276.17742048678
2509,155146.35086697814
1007,200929.3817735148
2610,182712.59966102868
1952,97239.16523020598
2719,154945.98514749456
2921,75487.12847185002
1966,148572.9960482044
292,123963.77473672183
1204,192322.15026323323
1829,247099.44635819457
2419,199720.88369657594
391,159726.11979835096
798,115665.98973267387
481,211234.96593449204
193,183413.01026012166
555,125068.06984576516
899,39089.806225989334
2357,194631.5364041018
328,146193.9436003397
1356,101242.02227843732
1154,106824.51317067858
1730,192401.7428750716
2249,173587.10747990222
1119,294306.3810556541
2856,143493.2519595404
1394,120978.27405849358
2587,120496.18530518527
61,317740.2945305408
2661,168851.2519202971
2711,118605.15088770686
1147,182775.04088313907
757,129055.0985699472
2623,94265.25505829815
2378,135516.28563382034
1413,143458.37104774185
1722,236223.5104172279
1112,229696.50454370218
1623,187652.86278520495
1201,205708.88233528554
1513,111565.8828491271
957,322755.397019377
1171,241764.73978521043
1145,195775.95706171062
2726,201788.10210791454
703,157595.74062867573
760,125079.52386087814
1964,157396.1825034779
2512,189602.2326227168
159,129446.85896696197
1281,181066.20209149807
468,195003.25271396985
290,138297.7258685123
665,104771.15848503557
1463,245250.15153393277
1792,217958.37141519666
923,161742.12475118678
500,283826.621626072
1408,148047.30595318988
331,72080.41915204203
170,155881.20328949604
2192,87591.88660214849
2571,212802.65640205212
2314,166502.30671653853
2647,85025.1683007698
422,410846.22839826625
2457,309061.96638947283
1838,187892.45756070554
2805,246427.61887490336
1645,160907.528634538
1711,310704.88684930815
2825,221390.35989467634
322,295885.58076945925
2103,255719.40472120722
342,115321.31256679336
600,126497.53514516633
488,166113.05407256994
1725,298149.3002704264
2246,300445.6289547764
2847,146238.4473924049
806,230381.7088667823
530,226473.80901749455
963,187977.9672521427
2678,104457.2330281174
171,87578.13900373565
2401,405279.53669426416
805,225581.0870057943
2259,251464.34265854623
1748,202632.38302580564
1361,135733.0917993093
1677,108014.43656188023
1406,172955.23242255618
2322,251918.69202112715
688,153132.96055544697
143,135014.29546313747
804,214875.91076941031
1214,210050.89671055158
2828,137883.59905348747
1999,192344.33898613896
2467,207321.54604860308
2665,175762.35645440378
1538,308043.62115855754
398,118250.21037713217
2822,144206.73567050524
2157,148499.36536568054
1856,180517.46009552557
1269,109942.01888900944
2570,109437.3616691823
2320,241086.80035403668
1517,128709.16160669054
2304,115954.66597696565
1312,99932.69932789968
2012,139479.39664889371
506,257027.06917981073
2865,205465.60510516327
2367,97491.03653604786
554,93120.72744813359
238,130145.19319806261
1954,107979.31110265462
2488,131869.90363306913
2291,77493.57463941822
1969,99570.91285331988
2725,168938.8511193615
1482,155831.66496427768
2763,207470.1755178182
503,272570.5678782426
1584,249928.23026081952
1531,165502.96962130402
2210,190343.81610068932
459,317076.41837295773
556,126489.54132736592
1347,130315.35352256874
1290,76783.98789821003
1388,98760.60369930847
1571,248943.70809747075
2754,214776.26796081796
765,145005.04041434487
2494,122199.63914872965
2870,229142.74591742322
7,250571.81862960896
1114,233867.4433820048
2418,272368.0875499655
291,126571.78652976417
18,364353.36484944716
39,377535.10032519494
1001,275163.0683690516
2442,225969.49043017856
616,128691.20040363527
2680,65487.96530665721
1414,122670.9156068347
289,153624.3173642334
40,272581.7048719247
860,138238.6152942264
409,113916.59884271809
673,153421.40129965087
2427,183320.5328518088
2036,212010.10563913768
2564,138063.95926880022
642,159585.23075459088
1008,182067.4972007122
1908,143992.12697823427
2519,196334.9440513865
1369,94456.20659056713
2855,152970.68110589258
712,83948.88042317503
1943,119745.00119112757
1958,126065.12073127973
107,171978.83695189512
2295,199806.85266257112
704,103855.92196928401
676,139345.91074225042
259,179006.43313561848
93,290803.34937508043
106,240318.40514992253
2315,168458.34021800227
1050,101350.51549101326
1095,219567.63358418335
2709,159524.73610074373
758,136770.34596844518
1496,162957.51593222178
2370,113047.71681724428
2458,289049.26311308745
2733,132211.39600700565
161,239266.0583646689
726,153003.37858470916
845,212585.27824533434
947,241983.85614775814
2232,114345.83631434696
2563,137215.45856554387
2299,134757.20992610842
211,77940.12402103357
605,155090.6161745678
1478,201742.48595408027
2247,284701.523313905
2274,222662.0276542812
2869,218732.76668055594
967,207694.64859016775
2656,115999.20925772908
667,200313.6684070565
1042,104802.90770951976
2023,154785.81884141878
2447,365299.23837780365
2055,129031.30841010055
2275,286742.99159962573
2204,181932.38985087845
1563,282526.29442057945
483,238165.52776775628
796,123317.34167373608
1526,157129.4930359787
2042,124487.47801226185
442,338209.6536913995
1693,331127.99709761486
1468,224852.2810679442
1430,193165.05994971778
2605,151801.63271444946
1529,195895.24822077807
335,137731.107702793
1287,119109.16255496486
31,93252.34355028954
1785,319601.75799958815
82,171337.84070749697
2620,128430.86753818169
252,174533.49486441282
721,57444.15133501409
2165,193656.6647307157
2316,202660.46336071106
775,140651.9817512299
1558,72199.36297119265
17,220460.87789290247
1022,225126.22834390812
925,136488.27908374087
438,286565.894138069
1270,143101.63105697825
1272,121486.23624011775
215,138030.75738362077
266,234026.41969681974
2402,304096.8020565562
1250,131534.4679284466
1984,107973.23326264713
1279,146915.10517189646
377,237960.36963490193
1252,128754.8079698071
2156,251813.4633415102
499,332561.36220853945
1374,124212.22613712556
2898,212440.3877254736
401,108123.64806857838
2721,165014.49795881388
2078,243995.5746475506
2589,117105.16075990527
1946,223845.43128110483
1334,114146.34749278531
2781,211168.57154379736
431,379610.6486232218
576,194872.67731276507
1474,213804.32932223097
2254,134908.37985455606
2155,276847.93676220387
885,99279.97310283885
643,152317.11947747384
1944,121046.61612253179
480,203892.92708490795
2845,102124.59638408235
2387,328332.5303811177
2407,227159.41925252028
2527,175257.49948976983
2514,146822.89801036663
629,148848.39931406453
80,206516.85760109223
1876,135586.195832732
1546,116750.65536193018
2518,177230.89620223345
2347,157866.70665479402
783,210904.4184491339
1322,35626.54340933723
194,94415.26039860549
1770,299661.11156256933
2143,143895.96844927117
1229,238306.34400151722
511,272245.8948889972
46,252235.5099895338
1348,166681.99705155473
2465,206366.96924527298
387,231696.07452063845
873,235847.8609933905
1918,119815.0519232087
2764,237647.66005509242
2184,116282.85064798966
934,141744.20461409618
1920,121442.50338257285
2631,162924.86692257863
1768,510072.01301384496
2040,119004.24577511281
1749,222324.5028884524
834,251866.14412251767
1457,220444.79967358575
79,108951.35414381148
2302,127281.82634707834
1817,149570.1855920761
2755,237099.23316568887
359,180767.2600345675
2059,106274.81276347724
2092,236048.94715868417
2516,219269.18808572224
150,105727.68468682903
1656,127201.38908001856
83,90414.99233477784
2411,195001.76664413896
795,73162.87388156749
2312,207864.95877178086
2917,110251.42836916255
1624,181940.23827791383
2215,289143.16399035195
1211,147159.57596242288
1485,164419.11020652656
1024,189067.87232451455
570,184870.43780837738
2874,147066.61026338144
700,140486.21800406426
2756,208938.64120646293
2022,165595.2584620116
583,233674.26302167727
2392,376188.1483610377
2424,173685.21366650437
212,87389.91146182614
736,127152.02860151912
1610,177053.01467085502
890,111182.73557711765
467,185090.04042995448
578,218061.82761300047
1747,199609.60905676935
1149,147924.13388997453
2758,247277.8772856816
857,149712.75913586357
2219,275949.8550329654
733,96025.84650260682
2909,109561.6215328449
1798,250559.24782151566
235,109798.0653160007
2366,118411.77815239687
1027,131177.0753489599
1195,151006.45569641635
1303,44405.31409880187
148,194528.19720504023
608,161301.96577957156
2515,211047.9675603377
821,263842.88661069016
2500,281887.3357622416
745,102125.2280322569
741,123327.71472971086
1611,132348.16984023916
2532,124762.00716160526
1081,224385.7911764364
1692,404082.13616847416
2520,187841.41751705072
276,112599.92065500669
1992,134342.2111974157
663,24513.413623379194
418,106193.30275914691
1733,215499.0803760141
2359,148114.77020017547
253,187706.99664690188
1518,199517.78434817382
2035,149378.02520327593
2919,71713.81755752665
1540,241640.4201212979
2120,140413.2832480148
1674,158502.13001299053
256,146435.50449662987
2361,95079.6377151638
978,73115.69490184559
2280,128132.88998674942
2095,233894.27000303072
1709,333081.06663090177
2801,238023.77190085573
1246,123180.83704834973
2373,93143.36077813378
1055,306781.4845560759
2017,134417.977291529
1099,292080.79663653125
1344,84957.13189780377
835,202264.27328196313
1117,223586.22852279662
2043,94314.35295010853
2085,103427.05289513666
410,136754.22266002005
2650,96281.44880479547
2867,173575.14591369478
1668,106417.25579740065
1161,155565.1540662779
2122,181072.3293501146
2539,140303.4577263526
1047,130983.26272364194
1445,143944.24077329948
541,121044.12215948204
569,203184.10403607506
1276,128305.86015930839
918,168140.5155607482
326,158374.99758181634
1936,128965.09570496906
895,99015.78904920752
257,138529.7995934532
1241,168609.3568989161
1545,123592.18835929573
1189,180551.51934438964
270,148844.99576692266
2066,186429.75428569663
693,110886.00082608945
1259,145504.97014331157
2916,160065.54588775206
2321,301471.0586881037
1977,100005.94992307047
1895,144197.74783617794
1240,177338.09138776676
85,144243.51510543242
1823,110616.04918621042
825,277765.59825607156
110,226289.2068234174
697,131065.71465182968
2297,109823.50408521687
1231,135945.64307478603
1355,133342.0086210589
968,316409.0729445701
584,237539.24303303496
1315,142480.6094958083
1606,135145.99143174523
206,95832.43397879046
1685,369508.6058080089
2016,127653.78210594038
869,198346.0590475938
2135,125880.82312749757
2346,182266.95130164805
2430,231901.09465466306
2198,88380.20403269668
2652,120342.53784771977
27,115938.2038994235
241,161262.03324200952
906,126895.35929510633
1506,111410.15420621887
2098,338627.6042347034
1435,219690.96770078177
2213,158048.662936853
1274,135365.39411424784
743,23063.13973639661
1737,212138.12865673262
2797,269949.166979421
2185,60562.69160983163
58,174599.93687817545
830,211484.10600859017
808,116821.91274266409
680,143381.9772015866
1153,91613.27993600107
1291,142347.43931548734
1818,152344.8586080396
2161,197014.10881028773
1883,120016.60816894748
350,332946.5173998998
2473,144971.88360843481
295,193578.79039361302
293,196597.2119251913
859,141808.31059000373
288,47430.13913510565
1578,146886.32627693567
102,191813.2299501116
2831,144862.6378038223
1030,150917.4090298369
2551,144940.61100575078
1286,150244.3986899449
958,302170.8394513719
776,130858.16463413255
72,235503.4046837794
2263,260751.4757808203
1866,165687.7267147054
2876,69483.82531438985
2146,230445.65835137173
103,188932.04015660202
1500,125437.56359067421
492,174005.98963597923
167,141309.54671334196
2597,115128.63889449228
2685,106276.21684904472
1035,159321.4141613554
1220,63219.14632311028
2602,158356.87003804592
2159,209748.67261556405
695,165834.56700733694
1109,277540.63495494565
640,168711.21021106563
1652,149806.09753421642
2090,140371.03825541332
1188,177710.8355492061
2345,221775.8716351972
1059,375228.16458429024
2751,220804.9347164129
128,204151.66213865223
1523,177355.73726121013
2925,168838.54735681578
2145,264291.73174375424
1121,223197.12687835708
566,237319.75360298494
565,261365.42770555202
1331,136570.00156988506
2928,107928.43930412299
156,135753.21382871125
797,141785.70545093564
327,81760.94417940726
2859,148065.73910222616
1453,121744.03681737886
1762,337764.687217679
1868,218283.29179174526
1760,171136.78366759082
1113,229285.68035863276
1812,194565.86824050068
117,155462.22598564645
1142,203868.27852642062
2342,408883.4733084567
927,155362.35928308123
2478,168411.41459632936
655,73233.7211624385
2064,126727.25323165933
369,306517.71219782264
2239,128135.57426819326
2732,208211.68136584837
1653,163535.43389264008
959,218177.28239322914
2395,352769.9303822997
1412,102771.90552238082
271,249492.4008034576
1484,158276.61513223485
1497,143267.5135342974
552,154085.36758522777
2,116072.33239107515
1855,278432.24051997706
4,262499.6323623366
2292,152850.2171606423
134,133684.2957415585
646,100215.83114469593
42,326159.62820380006
532,219197.25769839695
713,99109.98231846874
2561,137549.29316199874
2360,134943.15398798313
1333,122851.55812124282
1407,219274.93100019224
2892,294283.56298181915
574,215068.79985268012
1227,203224.05577833747
2591,220078.32037612505
1476,219104.12013768498
1125,257847.64795933157
1446,146736.92849524645
408,117725.89452304665
1101,309231.8559915642
2251,193896.9611693414
373,186481.3195350645
2554,136884.62284071776
2382,275536.22164654447
1985,89576.30775924385
519,246960.0739730649
1093,185802.95606579125
864,244532.42825952993
2889,148208.17392014418
2308,181054.42374074063
986,147361.6980253807
1302,142134.3399876557
585,157960.88923877347
2708,143932.9786568699
147,128690.17708802778
1441,222825.82037714552
383,215925.93235733834
285,161445.49116546486
181,102484.17093072848
358,190939.03051289284
780,173319.1980176325
258,187015.62603302998
1865,208036.84762497092
692,116833.49934859935
2902,307973.4930726225
508,252045.1597337508
2638,141869.6844779265
36,135857.54917891795
611,168585.93484145132
2281,155066.84395292518
1678,119812.40172728024
1696,410699.36215769936
1557,81272.74474804918
2180,148057.87866787123
1726,246919.70233689633
951,147962.79345860283
267,218745.18075080536
2706,129561.46340428558
2221,252755.06011252134
1357,156934.82966480523
2901,294375.0101486894
347,170310.79263541626
2164,204305.4613082759
1586,297912.20624844084
360,155837.97739984796
1769,275798.9995231917
2617,183525.5009899294
1879,135979.07596142744
991,219291.1651678763
1535,130500.33646746053
1191,133447.92011836564
1579,233161.76049439242
1882,15833.359580179647
1510,125760.32633709695
2196,168244.5467702836
1845,176173.49786779366
2336,400651.02627934003
942,98956.99042087274
861,121798.13121411842
2555,117535.02623941298
1392,171129.29354226944
2099,255515.25558314665
1543,122849.13867510785
948,261503.8717106366
1239,181278.21255393766
22,193880.4779205506
2796,229088.9367504968
2747,189667.69442428774
92,294412.24736289255
210,156136.33320786167
1858,194033.99372630622
2228,154838.51401353133
447,253631.16221627442
827,237189.90703323475
1649,210365.56555684007
682,138375.36747280072
2698,113940.9295156652
494,166159.6433135326
214,92331.85515363203
2441,243395.35126324644
2679,112119.18295300912
1336,125724.17264150048
465,188240.36810527006
1524,164973.18890590314
2543,114282.77665710854
631,145266.91300283908
2452,323879.6632775105
228,178691.1103882527
126,172435.73973798176
1092,251706.18848296418
1122,206833.84370185257
932,221497.5522670379
1980,68287.90167521902
2171,118114.69425079532
551,160190.43381632998
2768,166062.00762586112
2056,103772.10378969226
1159,348658.4268306532
2645,121276.31675526287
1174,182694.36612800247
2266,218849.60559711064
2462,329484.4829199879
1219,142649.13417172935
2922,175607.94208431157
118,148842.47474437207
474,161228.3019490289
2576,147370.1406181496
872,269365.0474162833
1077,234504.71221064578
1536,159207.80856632694
1150,118043.67414493603
2341,350139.74993228016
1931,150335.25315831468
2785,135351.97449874796
2538,126023.51824478307
597,213095.13181395514
464,217983.86096561042
233,222365.3641948732
2169,125111.55084782167
2123,174706.6816461457
1867,170093.33827599848
137,237063.41758178434
515,236541.40761011752
933,106643.51003159977
2784,168926.5139206596
972,154020.72524486243
599,173036.317680303
2614,137193.9024279374
2582,145659.72365462594
1409,171957.04621294403
175,114913.68555761474
352,247401.614046356
976,96920.7507506273
2134,194012.96657556042
984,113544.69057254291
2396,341666.1275925357
1673,130337.70180697911
404,109076.62868097155
607,171341.46762680804
814,166995.68777348986
868,189767.6655330136
2271,182352.20243250605
1633,263394.9743718709
337,171914.12895051076
2765,181905.03452164494
1746,249763.95404766104
368,339124.36830644624
2806,205865.796080928
1662,199758.44811066624
1234,219474.58008154502
1373,128297.95083414484
1672,106579.02135989789
1939,127176.12918671768
